"","V4","V5","V6","V7"
"502","FBgn0040252","F10D2.12","WBGene00017337",26
"503","FBgn0040252","F10D2.8","WBGene00017334",26
"504","FBgn0040252","F10D2.6","WBGene00017332",26
"505","FBgn0040252","F09G2.6","WBGene00017315",26
"506","FBgn0040252","F10D2.5","WBGene00017331",26
"507","FBgn0040252","T19H12.10","WBGene00020593",26
"508","FBgn0040252","T19H12.11","WBGene00020594",26
"509","FBgn0040252","H23N18.3","WBGene00019234",26
"510","FBgn0040252","H23N18.4","WBGene00019235",26
"511","FBgn0040252","H23N18.2","WBGene00019233",26
"512","FBgn0040252","T19H12.1","WBGene00020587",26
"513","FBgn0040252","H23N18.1","WBGene00019232",26
"514","FBgn0040252","T19H12.9","WBGene00020592",26
"515","FBgn0040252","T19H12.12","WBGene00044282",26
"516","FBgn0040252","ZC455.4","WBGene00013904",26
"517","FBgn0040252","ZC455.5","WBGene00013905",26
"518","FBgn0040252","ZC455.6","WBGene00013906",26
"519","FBgn0040252","C13D9.9","WBGene00015739",26
"520","FBgn0040252","ZC455.3","WBGene00013903",26
"521","FBgn0040252","AC3.7","WBGene00007072",26
"522","FBgn0040252","AC3.8","WBGene00007073",26
"523","FBgn0040252","C17G1.3","WBGene00007650",26
"524","FBgn0040252","C33A12.6","WBGene00007885",26
"525","FBgn0040252","K08B4.4","WBGene00019516",26
"526","FBgn0040252","K08B4.3","WBGene00019515",26
"527","FBgn0040252","C08F11.8","WBGene00007455",26
"528","FBgn0040252","C49A9.8","WBGene00016762",26
"529","FBgn0040250","C03A7.13","WBGene00015371",26
"530","FBgn0040250","C03A7.12","WBGene00015370",26
"531","FBgn0040250","C03A7.11","WBGene00015369",26
"532","FBgn0040250","F56B3.7","WBGene00018931",26
"533","FBgn0040250","T25B9.7","WBGene00012013",26
"534","FBgn0040250","T03D3.1","WBGene00020182",26
"535","FBgn0040250","AC3.2","WBGene00007070",26
"536","FBgn0040250","T07C5.1","WBGene00011564",26
"537","FBgn0040250","B0310.5","WBGene00015141",26
"538","FBgn0040250","R04B5.9","WBGene00011006",26
"539","FBgn0040250","C18C4.3","WBGene00015965",26
"540","FBgn0040250","M88.1","WBGene00010904",26
"541","FBgn0040250","F39G3.1","WBGene00018206",26
"542","FBgn0040250","C07A9.6","WBGene00007402",26
"543","FBgn0040250","R11A8.3","WBGene00011238",26
"544","FBgn0040250","T04H1.8","WBGene00011453",26
"545","FBgn0040250","T04H1.7","WBGene00011452",26
"546","FBgn0040250","Y37E11AR.5","WBGene00021372",26
"547","FBgn0040250","C44H9.1","WBGene00008097",26
"548","FBgn0040250","C08B6.1","WBGene00007422",26
"549","FBgn0040250","ZC443.6","WBGene00013901",26
"550","FBgn0040250","K04A8.10","WBGene00019379",26
"551","FBgn0040250","ZC443.5","WBGene00013900",26
"552","FBgn0040250","F01D4.2","WBGene00008486",26
"553","FBgn0040250","F01D4.1","WBGene00008485",26
"554","FBgn0040250","Y49C4A.8","WBGene00021709",26
"555","FBgn0040250","C10H11.4","WBGene00015693",26
"556","FBgn0040250","T01G5.2","WBGene00011340",26
"557","FBgn0040250","Y39G10AR.6","WBGene00021464",26
"558","FBgn0040250","C23G10.6","WBGene00016013",26
"559","FBgn0040250","C10H11.5","WBGene00015694",26
"560","FBgn0040250","C10H11.3","WBGene00015692",26
"561","FBgn0040250","C55H1.1","WBGene00016959",26
"562","FBgn0040250","C10H11.6","WBGene00015695",26
"563","FBgn0040250","F47C10.6","WBGene00018543",26
"564","FBgn0040250","H10D18.6","WBGene00019181",26
"565","FBgn0040250","C35A5.2","WBGene00007946",26
"566","FBgn0040250","F29F11.2","WBGene00009255",26
"567","FBgn0040250","C32C4.7","WBGene00044286",26
"568","FBgn0040250","F31F4.7","WBGene00017959",26
"569","FBgn0040250","F10D2.11","WBGene00017336",26
"570","FBgn0040250","F10D2.7","WBGene00017333",26
"571","FBgn0040250","F10D2.2","WBGene00017329",26
"572","FBgn0040250","F10D2.12","WBGene00017337",26
"573","FBgn0040250","F10D2.8","WBGene00017334",26
"574","FBgn0040250","F10D2.6","WBGene00017332",26
"575","FBgn0040250","F09G2.6","WBGene00017315",26
"576","FBgn0040250","F10D2.5","WBGene00017331",26
"577","FBgn0040250","T19H12.10","WBGene00020593",26
"578","FBgn0040250","T19H12.11","WBGene00020594",26
"579","FBgn0040250","H23N18.3","WBGene00019234",26
"580","FBgn0040250","H23N18.4","WBGene00019235",26
"581","FBgn0040250","H23N18.2","WBGene00019233",26
"582","FBgn0040250","T19H12.1","WBGene00020587",26
"583","FBgn0040250","H23N18.1","WBGene00019232",26
"584","FBgn0040250","T19H12.9","WBGene00020592",26
"585","FBgn0040250","T19H12.12","WBGene00044282",26
"586","FBgn0040250","ZC455.4","WBGene00013904",26
"587","FBgn0040250","ZC455.5","WBGene00013905",26
"588","FBgn0040250","ZC455.6","WBGene00013906",26
"589","FBgn0040250","C13D9.9","WBGene00015739",26
"590","FBgn0040250","ZC455.3","WBGene00013903",26
"591","FBgn0040250","AC3.7","WBGene00007072",26
"592","FBgn0040250","AC3.8","WBGene00007073",26
"593","FBgn0040250","C17G1.3","WBGene00007650",26
"594","FBgn0040250","C33A12.6","WBGene00007885",26
"595","FBgn0040250","K08B4.4","WBGene00019516",26
"596","FBgn0040250","K08B4.3","WBGene00019515",26
"597","FBgn0040250","C08F11.8","WBGene00007455",26
"598","FBgn0040250","C49A9.8","WBGene00016762",26
"599","FBgn0040253","C03A7.13","WBGene00015371",26
"600","FBgn0040253","C03A7.12","WBGene00015370",26
"601","FBgn0040253","C03A7.11","WBGene00015369",26
"602","FBgn0040253","F56B3.7","WBGene00018931",26
"603","FBgn0040253","T25B9.7","WBGene00012013",26
"604","FBgn0040253","T03D3.1","WBGene00020182",26
"605","FBgn0040253","AC3.2","WBGene00007070",26
"606","FBgn0040253","T07C5.1","WBGene00011564",26
"607","FBgn0040253","B0310.5","WBGene00015141",26
"608","FBgn0040253","R04B5.9","WBGene00011006",26
"609","FBgn0040253","C18C4.3","WBGene00015965",26
"610","FBgn0040253","M88.1","WBGene00010904",26
"611","FBgn0040253","F39G3.1","WBGene00018206",26
"612","FBgn0040253","C07A9.6","WBGene00007402",26
"613","FBgn0040253","R11A8.3","WBGene00011238",26
"614","FBgn0040253","T04H1.8","WBGene00011453",26
"615","FBgn0040253","T04H1.7","WBGene00011452",26
"616","FBgn0040253","Y37E11AR.5","WBGene00021372",26
"617","FBgn0040253","C44H9.1","WBGene00008097",26
"618","FBgn0040253","C08B6.1","WBGene00007422",26
"619","FBgn0040253","ZC443.6","WBGene00013901",26
"620","FBgn0040253","K04A8.10","WBGene00019379",26
"621","FBgn0040253","ZC443.5","WBGene00013900",26
"622","FBgn0040253","F01D4.2","WBGene00008486",26
"623","FBgn0040253","F01D4.1","WBGene00008485",26
"624","FBgn0040253","Y49C4A.8","WBGene00021709",26
"625","FBgn0040253","C10H11.4","WBGene00015693",26
"626","FBgn0040253","T01G5.2","WBGene00011340",26
"627","FBgn0040253","Y39G10AR.6","WBGene00021464",26
"628","FBgn0040253","C23G10.6","WBGene00016013",26
"629","FBgn0040253","C10H11.5","WBGene00015694",26
"630","FBgn0040253","C10H11.3","WBGene00015692",26
"631","FBgn0040253","C55H1.1","WBGene00016959",26
"632","FBgn0040253","C10H11.6","WBGene00015695",26
"633","FBgn0040253","F47C10.6","WBGene00018543",26
"634","FBgn0040253","H10D18.6","WBGene00019181",26
"635","FBgn0040253","C35A5.2","WBGene00007946",26
"636","FBgn0040253","F29F11.2","WBGene00009255",26
"637","FBgn0040253","C32C4.7","WBGene00044286",26
"638","FBgn0040253","F31F4.7","WBGene00017959",26
"639","FBgn0040253","F10D2.11","WBGene00017336",26
"640","FBgn0040253","F10D2.7","WBGene00017333",26
"641","FBgn0040253","F10D2.2","WBGene00017329",26
"642","FBgn0040253","F10D2.12","WBGene00017337",26
"643","FBgn0040253","F10D2.8","WBGene00017334",26
"644","FBgn0040253","F10D2.6","WBGene00017332",26
"645","FBgn0040253","F09G2.6","WBGene00017315",26
"646","FBgn0040253","F10D2.5","WBGene00017331",26
"647","FBgn0040253","T19H12.10","WBGene00020593",26
"648","FBgn0040253","T19H12.11","WBGene00020594",26
"649","FBgn0040253","H23N18.3","WBGene00019234",26
"650","FBgn0040253","H23N18.4","WBGene00019235",26
"651","FBgn0040253","H23N18.2","WBGene00019233",26
"652","FBgn0040253","T19H12.1","WBGene00020587",26
"653","FBgn0040253","H23N18.1","WBGene00019232",26
"654","FBgn0040253","T19H12.9","WBGene00020592",26
"655","FBgn0040253","T19H12.12","WBGene00044282",26
"656","FBgn0040253","ZC455.4","WBGene00013904",26
"657","FBgn0040253","ZC455.5","WBGene00013905",26
"658","FBgn0040253","ZC455.6","WBGene00013906",26
"659","FBgn0040253","C13D9.9","WBGene00015739",26
"660","FBgn0040253","ZC455.3","WBGene00013903",26
"661","FBgn0040253","AC3.7","WBGene00007072",26
"662","FBgn0040253","AC3.8","WBGene00007073",26
"663","FBgn0040253","C17G1.3","WBGene00007650",26
"664","FBgn0040253","C33A12.6","WBGene00007885",26
"665","FBgn0040253","K08B4.4","WBGene00019516",26
"666","FBgn0040253","K08B4.3","WBGene00019515",26
"667","FBgn0040253","C08F11.8","WBGene00007455",26
"668","FBgn0040253","C49A9.8","WBGene00016762",26
"669","FBgn0040255","C03A7.13","WBGene00015371",26
"670","FBgn0040255","C03A7.12","WBGene00015370",26
"671","FBgn0040255","C03A7.11","WBGene00015369",26
"672","FBgn0040255","F56B3.7","WBGene00018931",26
"673","FBgn0040255","T25B9.7","WBGene00012013",26
"674","FBgn0040255","T03D3.1","WBGene00020182",26
"675","FBgn0040255","AC3.2","WBGene00007070",26
"676","FBgn0040255","T07C5.1","WBGene00011564",26
"677","FBgn0040255","B0310.5","WBGene00015141",26
"678","FBgn0040255","R04B5.9","WBGene00011006",26
"679","FBgn0040255","C18C4.3","WBGene00015965",26
"680","FBgn0040255","M88.1","WBGene00010904",26
"681","FBgn0040255","F39G3.1","WBGene00018206",26
"682","FBgn0040255","C07A9.6","WBGene00007402",26
"683","FBgn0040255","R11A8.3","WBGene00011238",26
"684","FBgn0040255","T04H1.8","WBGene00011453",26
"685","FBgn0040255","T04H1.7","WBGene00011452",26
"686","FBgn0040255","Y37E11AR.5","WBGene00021372",26
"687","FBgn0040255","C44H9.1","WBGene00008097",26
"688","FBgn0040255","C08B6.1","WBGene00007422",26
"689","FBgn0040255","ZC443.6","WBGene00013901",26
"690","FBgn0040255","K04A8.10","WBGene00019379",26
"691","FBgn0040255","ZC443.5","WBGene00013900",26
"692","FBgn0040255","F01D4.2","WBGene00008486",26
"693","FBgn0040255","F01D4.1","WBGene00008485",26
"694","FBgn0040255","Y49C4A.8","WBGene00021709",26
"695","FBgn0040255","C10H11.4","WBGene00015693",26
"696","FBgn0040255","T01G5.2","WBGene00011340",26
"697","FBgn0040255","Y39G10AR.6","WBGene00021464",26
"698","FBgn0040255","C23G10.6","WBGene00016013",26
"699","FBgn0040255","C10H11.5","WBGene00015694",26
"700","FBgn0040255","C10H11.3","WBGene00015692",26
"701","FBgn0040255","C55H1.1","WBGene00016959",26
"702","FBgn0040255","C10H11.6","WBGene00015695",26
"703","FBgn0040255","F47C10.6","WBGene00018543",26
"704","FBgn0040255","H10D18.6","WBGene00019181",26
"705","FBgn0040255","C35A5.2","WBGene00007946",26
"706","FBgn0040255","F29F11.2","WBGene00009255",26
"707","FBgn0040255","C32C4.7","WBGene00044286",26
"708","FBgn0040255","F31F4.7","WBGene00017959",26
"709","FBgn0040255","F10D2.11","WBGene00017336",26
"710","FBgn0040255","F10D2.7","WBGene00017333",26
"711","FBgn0040255","F10D2.2","WBGene00017329",26
"712","FBgn0040255","F10D2.12","WBGene00017337",26
"713","FBgn0040255","F10D2.8","WBGene00017334",26
"714","FBgn0040255","F10D2.6","WBGene00017332",26
"715","FBgn0040255","F09G2.6","WBGene00017315",26
"716","FBgn0040255","F10D2.5","WBGene00017331",26
"717","FBgn0040255","T19H12.10","WBGene00020593",26
"718","FBgn0040255","T19H12.11","WBGene00020594",26
"719","FBgn0040255","H23N18.3","WBGene00019234",26
"720","FBgn0040255","H23N18.4","WBGene00019235",26
"721","FBgn0040255","H23N18.2","WBGene00019233",26
"722","FBgn0040255","T19H12.1","WBGene00020587",26
"723","FBgn0040255","H23N18.1","WBGene00019232",26
"724","FBgn0040255","T19H12.9","WBGene00020592",26
"725","FBgn0040255","T19H12.12","WBGene00044282",26
"726","FBgn0040255","ZC455.4","WBGene00013904",26
"727","FBgn0040255","ZC455.5","WBGene00013905",26
"728","FBgn0040255","ZC455.6","WBGene00013906",26
"729","FBgn0040255","C13D9.9","WBGene00015739",26
"730","FBgn0040255","ZC455.3","WBGene00013903",26
"731","FBgn0040255","AC3.7","WBGene00007072",26
"732","FBgn0040255","AC3.8","WBGene00007073",26
"733","FBgn0040255","C17G1.3","WBGene00007650",26
"734","FBgn0040255","C33A12.6","WBGene00007885",26
"735","FBgn0040255","K08B4.4","WBGene00019516",26
"736","FBgn0040255","K08B4.3","WBGene00019515",26
"737","FBgn0040255","C08F11.8","WBGene00007455",26
"738","FBgn0040255","C49A9.8","WBGene00016762",26
"739","FBgn0051002","C03A7.13","WBGene00015371",26
"740","FBgn0051002","C03A7.12","WBGene00015370",26
"741","FBgn0051002","C03A7.11","WBGene00015369",26
"742","FBgn0051002","F56B3.7","WBGene00018931",26
"743","FBgn0051002","T25B9.7","WBGene00012013",26
"744","FBgn0051002","T03D3.1","WBGene00020182",26
"745","FBgn0051002","AC3.2","WBGene00007070",26
"746","FBgn0051002","T07C5.1","WBGene00011564",26
"747","FBgn0051002","B0310.5","WBGene00015141",26
"748","FBgn0051002","R04B5.9","WBGene00011006",26
"749","FBgn0051002","C18C4.3","WBGene00015965",26
"750","FBgn0051002","M88.1","WBGene00010904",26
"751","FBgn0051002","F39G3.1","WBGene00018206",26
"752","FBgn0051002","C07A9.6","WBGene00007402",26
"753","FBgn0051002","R11A8.3","WBGene00011238",26
"754","FBgn0051002","T04H1.8","WBGene00011453",26
"755","FBgn0051002","T04H1.7","WBGene00011452",26
"756","FBgn0051002","Y37E11AR.5","WBGene00021372",26
"757","FBgn0051002","C44H9.1","WBGene00008097",26
"758","FBgn0051002","C08B6.1","WBGene00007422",26
"759","FBgn0051002","ZC443.6","WBGene00013901",26
"760","FBgn0051002","K04A8.10","WBGene00019379",26
"761","FBgn0051002","ZC443.5","WBGene00013900",26
"762","FBgn0051002","F01D4.2","WBGene00008486",26
"763","FBgn0051002","F01D4.1","WBGene00008485",26
"764","FBgn0051002","Y49C4A.8","WBGene00021709",26
"765","FBgn0051002","C10H11.4","WBGene00015693",26
"766","FBgn0051002","T01G5.2","WBGene00011340",26
"767","FBgn0051002","Y39G10AR.6","WBGene00021464",26
"768","FBgn0051002","C23G10.6","WBGene00016013",26
"769","FBgn0051002","C10H11.5","WBGene00015694",26
"770","FBgn0051002","C10H11.3","WBGene00015692",26
"771","FBgn0051002","C55H1.1","WBGene00016959",26
"772","FBgn0051002","C10H11.6","WBGene00015695",26
"773","FBgn0051002","F47C10.6","WBGene00018543",26
"774","FBgn0051002","H10D18.6","WBGene00019181",26
"775","FBgn0051002","C35A5.2","WBGene00007946",26
"776","FBgn0051002","F29F11.2","WBGene00009255",26
"777","FBgn0051002","C32C4.7","WBGene00044286",26
"778","FBgn0051002","F31F4.7","WBGene00017959",26
"779","FBgn0051002","F10D2.11","WBGene00017336",26
"780","FBgn0051002","F10D2.7","WBGene00017333",26
"781","FBgn0051002","F10D2.2","WBGene00017329",26
"782","FBgn0051002","F10D2.12","WBGene00017337",26
"783","FBgn0051002","F10D2.8","WBGene00017334",26
"784","FBgn0051002","F10D2.6","WBGene00017332",26
"785","FBgn0051002","F09G2.6","WBGene00017315",26
"786","FBgn0051002","F10D2.5","WBGene00017331",26
"787","FBgn0051002","T19H12.10","WBGene00020593",26
"788","FBgn0051002","T19H12.11","WBGene00020594",26
"789","FBgn0051002","H23N18.3","WBGene00019234",26
"790","FBgn0051002","H23N18.4","WBGene00019235",26
"791","FBgn0051002","H23N18.2","WBGene00019233",26
"792","FBgn0051002","T19H12.1","WBGene00020587",26
"793","FBgn0051002","H23N18.1","WBGene00019232",26
"794","FBgn0051002","T19H12.9","WBGene00020592",26
"795","FBgn0051002","T19H12.12","WBGene00044282",26
"796","FBgn0051002","ZC455.4","WBGene00013904",26
"797","FBgn0051002","ZC455.5","WBGene00013905",26
"798","FBgn0051002","ZC455.6","WBGene00013906",26
"799","FBgn0051002","C13D9.9","WBGene00015739",26
"800","FBgn0051002","ZC455.3","WBGene00013903",26
"801","FBgn0051002","AC3.7","WBGene00007072",26
"802","FBgn0051002","AC3.8","WBGene00007073",26
"803","FBgn0051002","C17G1.3","WBGene00007650",26
"804","FBgn0051002","C33A12.6","WBGene00007885",26
"805","FBgn0051002","K08B4.4","WBGene00019516",26
"806","FBgn0051002","K08B4.3","WBGene00019515",26
"807","FBgn0051002","C08F11.8","WBGene00007455",26
"808","FBgn0051002","C49A9.8","WBGene00016762",26
"809","FBgn0026314","C03A7.13","WBGene00015371",26
"810","FBgn0026314","C03A7.12","WBGene00015370",26
"811","FBgn0026314","C03A7.11","WBGene00015369",26
"812","FBgn0026314","F56B3.7","WBGene00018931",26
"813","FBgn0026314","T25B9.7","WBGene00012013",26
"814","FBgn0026314","T03D3.1","WBGene00020182",26
"815","FBgn0026314","AC3.2","WBGene00007070",26
"816","FBgn0026314","T07C5.1","WBGene00011564",26
"817","FBgn0026314","B0310.5","WBGene00015141",26
"818","FBgn0026314","R04B5.9","WBGene00011006",26
"819","FBgn0026314","C18C4.3","WBGene00015965",26
"820","FBgn0026314","M88.1","WBGene00010904",26
"821","FBgn0026314","F39G3.1","WBGene00018206",26
"822","FBgn0026314","C07A9.6","WBGene00007402",26
"823","FBgn0026314","R11A8.3","WBGene00011238",26
"824","FBgn0026314","T04H1.8","WBGene00011453",26
"825","FBgn0026314","T04H1.7","WBGene00011452",26
"826","FBgn0026314","Y37E11AR.5","WBGene00021372",26
"827","FBgn0026314","C44H9.1","WBGene00008097",26
"828","FBgn0026314","C08B6.1","WBGene00007422",26
"829","FBgn0026314","ZC443.6","WBGene00013901",26
"830","FBgn0026314","K04A8.10","WBGene00019379",26
"831","FBgn0026314","ZC443.5","WBGene00013900",26
"832","FBgn0026314","F01D4.2","WBGene00008486",26
"833","FBgn0026314","F01D4.1","WBGene00008485",26
"834","FBgn0026314","Y49C4A.8","WBGene00021709",26
"835","FBgn0026314","C10H11.4","WBGene00015693",26
"836","FBgn0026314","T01G5.2","WBGene00011340",26
"837","FBgn0026314","Y39G10AR.6","WBGene00021464",26
"838","FBgn0026314","C23G10.6","WBGene00016013",26
"839","FBgn0026314","C10H11.5","WBGene00015694",26
"840","FBgn0026314","C10H11.3","WBGene00015692",26
"841","FBgn0026314","C55H1.1","WBGene00016959",26
"842","FBgn0026314","C10H11.6","WBGene00015695",26
"843","FBgn0026314","F47C10.6","WBGene00018543",26
"844","FBgn0026314","H10D18.6","WBGene00019181",26
"845","FBgn0026314","C35A5.2","WBGene00007946",26
"846","FBgn0026314","F29F11.2","WBGene00009255",26
"847","FBgn0026314","C32C4.7","WBGene00044286",26
"848","FBgn0026314","F31F4.7","WBGene00017959",26
"849","FBgn0026314","F10D2.11","WBGene00017336",26
"850","FBgn0026314","F10D2.7","WBGene00017333",26
"851","FBgn0026314","F10D2.2","WBGene00017329",26
"852","FBgn0026314","F10D2.12","WBGene00017337",26
"853","FBgn0026314","F10D2.8","WBGene00017334",26
"854","FBgn0026314","F10D2.6","WBGene00017332",26
"855","FBgn0026314","F09G2.6","WBGene00017315",26
"856","FBgn0026314","F10D2.5","WBGene00017331",26
"857","FBgn0026314","T19H12.10","WBGene00020593",26
"858","FBgn0026314","T19H12.11","WBGene00020594",26
"859","FBgn0026314","H23N18.3","WBGene00019234",26
"860","FBgn0026314","H23N18.4","WBGene00019235",26
"861","FBgn0026314","H23N18.2","WBGene00019233",26
"862","FBgn0026314","T19H12.1","WBGene00020587",26
"863","FBgn0026314","H23N18.1","WBGene00019232",26
"864","FBgn0026314","T19H12.9","WBGene00020592",26
"865","FBgn0026314","T19H12.12","WBGene00044282",26
"866","FBgn0026314","ZC455.4","WBGene00013904",26
"867","FBgn0026314","ZC455.5","WBGene00013905",26
"868","FBgn0026314","ZC455.6","WBGene00013906",26
"869","FBgn0026314","C13D9.9","WBGene00015739",26
"870","FBgn0026314","ZC455.3","WBGene00013903",26
"871","FBgn0026314","AC3.7","WBGene00007072",26
"872","FBgn0026314","AC3.8","WBGene00007073",26
"873","FBgn0026314","C17G1.3","WBGene00007650",26
"874","FBgn0026314","C33A12.6","WBGene00007885",26
"875","FBgn0026314","K08B4.4","WBGene00019516",26
"876","FBgn0026314","K08B4.3","WBGene00019515",26
"877","FBgn0026314","C08F11.8","WBGene00007455",26
"878","FBgn0026314","C49A9.8","WBGene00016762",26
"879","FBgn0040256","C03A7.13","WBGene00015371",26
"880","FBgn0040256","C03A7.12","WBGene00015370",26
"881","FBgn0040256","C03A7.11","WBGene00015369",26
"882","FBgn0040256","F56B3.7","WBGene00018931",26
"883","FBgn0040256","T25B9.7","WBGene00012013",26
"884","FBgn0040256","T03D3.1","WBGene00020182",26
"885","FBgn0040256","AC3.2","WBGene00007070",26
"886","FBgn0040256","T07C5.1","WBGene00011564",26
"887","FBgn0040256","B0310.5","WBGene00015141",26
"888","FBgn0040256","R04B5.9","WBGene00011006",26
"889","FBgn0040256","C18C4.3","WBGene00015965",26
"890","FBgn0040256","M88.1","WBGene00010904",26
"891","FBgn0040256","F39G3.1","WBGene00018206",26
"892","FBgn0040256","C07A9.6","WBGene00007402",26
"893","FBgn0040256","R11A8.3","WBGene00011238",26
"894","FBgn0040256","T04H1.8","WBGene00011453",26
"895","FBgn0040256","T04H1.7","WBGene00011452",26
"896","FBgn0040256","Y37E11AR.5","WBGene00021372",26
"897","FBgn0040256","C44H9.1","WBGene00008097",26
"898","FBgn0040256","C08B6.1","WBGene00007422",26
"899","FBgn0040256","ZC443.6","WBGene00013901",26
"900","FBgn0040256","K04A8.10","WBGene00019379",26
"901","FBgn0040256","ZC443.5","WBGene00013900",26
"902","FBgn0040256","F01D4.2","WBGene00008486",26
"903","FBgn0040256","F01D4.1","WBGene00008485",26
"904","FBgn0040256","Y49C4A.8","WBGene00021709",26
