S1,S2,Value
FBgn0026314,R11A8.3,1
FBgn0026314,T04H1.8,1
FBgn0026314,T04H1.7,1
FBgn0026314,Y37E11AR.5,1
FBgn0026314,C44H9.1,1
FBgn0026314,C08B6.1,1
FBgn0026314,ZC443.6,1
FBgn0026314,K04A8.10,1
FBgn0026314,ZC443.5,1
FBgn0026314,F01D4.2,1
FBgn0026314,F01D4.1,1
FBgn0026314,Y49C4A.8,1
FBgn0026314,C10H11.4,1
FBgn0026314,T01G5.2,1
FBgn0026314,Y39G10AR.6,1
FBgn0026314,C23G10.6,1
FBgn0026314,C10H11.5,1
FBgn0026314,C10H11.3,1
FBgn0026314,C55H1.1,1
FBgn0026314,C10H11.6,1
FBgn0026314,F47C10.6,1
FBgn0026314,H10D18.6,1
FBgn0026314,C35A5.2,1
FBgn0026314,F29F11.2,1
FBgn0026314,C32C4.7,1
FBgn0026314,F31F4.7,1
FBgn0026314,F10D2.11,1
FBgn0026314,F10D2.7,1
FBgn0026314,F10D2.2,1
FBgn0026314,F10D2.12,1
FBgn0026314,F10D2.8,1
FBgn0026314,F10D2.6,1
FBgn0026314,F09G2.6,1
FBgn0026314,F10D2.5,1
FBgn0026314,T19H12.10,1
FBgn0026314,T19H12.11,1
FBgn0026314,H23N18.3,1
FBgn0026314,H23N18.4,1
FBgn0026314,H23N18.2,1
FBgn0026314,T19H12.1,1
FBgn0026314,H23N18.1,1
FBgn0026314,T19H12.9,1
FBgn0026314,T19H12.12,1
FBgn0026314,ZC455.4,1
FBgn0026314,ZC455.5,1
FBgn0026314,ZC455.6,1
FBgn0026314,C13D9.9,1
FBgn0026314,ZC455.3,1
FBgn0026314,AC3.7,1
FBgn0026314,AC3.8,1
FBgn0026314,C17G1.3,1
FBgn0026314,C33A12.6,1
FBgn0026314,K08B4.4,1
FBgn0026314,K08B4.3,1
FBgn0026314,C08F11.8,1
FBgn0026314,C49A9.8,1
FBgn0040256,C03A7.13,1
FBgn0040256,C03A7.12,1
FBgn0040256,C03A7.11,1
FBgn0040256,F56B3.7,1
FBgn0040256,T25B9.7,1
FBgn0040256,T03D3.1,1
FBgn0040256,AC3.2,1
FBgn0040256,T07C5.1,1
FBgn0040256,B0310.5,1
FBgn0040256,R04B5.9,1
FBgn0040256,C18C4.3,1
FBgn0040256,M88.1,1
FBgn0040256,F39G3.1,1
FBgn0040256,C07A9.6,1
FBgn0040256,R11A8.3,1
FBgn0040256,T04H1.8,1
FBgn0040256,T04H1.7,1
FBgn0040256,Y37E11AR.5,1
FBgn0040256,C44H9.1,1
FBgn0040256,C08B6.1,1
FBgn0040256,ZC443.6,1
FBgn0040256,K04A8.10,1
FBgn0040256,ZC443.5,1
FBgn0040256,F01D4.2,1
FBgn0040256,F01D4.1,1
FBgn0040256,Y49C4A.8,1
FBgn0040256,C10H11.4,1
FBgn0040256,T01G5.2,1
FBgn0040256,Y39G10AR.6,1
FBgn0040256,C23G10.6,1
FBgn0040256,C10H11.5,1
FBgn0040256,C10H11.3,1
FBgn0040256,C55H1.1,1
FBgn0040256,C10H11.6,1
FBgn0040256,F47C10.6,1
FBgn0040256,H10D18.6,1
FBgn0040256,C35A5.2,1
FBgn0040256,F29F11.2,1
FBgn0040256,C32C4.7,1
FBgn0040256,F31F4.7,1
FBgn0040256,F10D2.11,1
FBgn0040256,F10D2.7,1
FBgn0040256,F10D2.2,1
FBgn0040256,F10D2.12,1
FBgn0040256,F10D2.8,1
FBgn0040256,F10D2.6,1
FBgn0040256,F09G2.6,1
FBgn0040256,F10D2.5,1
FBgn0040256,T19H12.10,1
FBgn0040256,T19H12.11,1
FBgn0040256,H23N18.3,1
FBgn0040256,H23N18.4,1
FBgn0040256,H23N18.2,1
FBgn0040256,T19H12.1,1
FBgn0040256,H23N18.1,1
FBgn0040256,T19H12.9,1
FBgn0040256,T19H12.12,1
FBgn0040256,ZC455.4,1
FBgn0040256,ZC455.5,1
FBgn0040256,ZC455.6,1
FBgn0040256,C13D9.9,1
FBgn0040256,ZC455.3,1
FBgn0040256,AC3.7,1
FBgn0040256,AC3.8,1
FBgn0040256,C17G1.3,1
FBgn0040256,C33A12.6,1
FBgn0040256,K08B4.4,1
FBgn0040256,K08B4.3,1
FBgn0040256,C08F11.8,1
FBgn0040256,C49A9.8,1
FBgn0026315,C03A7.13,1
FBgn0026315,C03A7.12,1
FBgn0026315,C03A7.11,1
FBgn0026315,F56B3.7,1
FBgn0026315,T25B9.7,1
FBgn0026315,T03D3.1,1
FBgn0026315,AC3.2,1
FBgn0026315,T07C5.1,1
FBgn0026315,B0310.5,1
FBgn0026315,R04B5.9,1
FBgn0026315,C18C4.3,1
FBgn0026315,M88.1,1
FBgn0026315,F39G3.1,1
FBgn0026315,C07A9.6,1
FBgn0026315,R11A8.3,1
FBgn0026315,T04H1.8,1
FBgn0026315,T04H1.7,1
FBgn0026315,Y37E11AR.5,1
FBgn0026315,C44H9.1,1
FBgn0026315,C08B6.1,1
FBgn0026315,ZC443.6,1
FBgn0026315,K04A8.10,1
FBgn0026315,ZC443.5,1
FBgn0026315,F01D4.2,1
FBgn0026315,F01D4.1,1
FBgn0026315,Y49C4A.8,1
FBgn0026315,C10H11.4,1
FBgn0026315,T01G5.2,1
FBgn0026315,Y39G10AR.6,1
FBgn0026315,C23G10.6,1
FBgn0026315,C10H11.5,1
FBgn0026315,C10H11.3,1
FBgn0026315,C55H1.1,1
FBgn0026315,C10H11.6,1
FBgn0026315,F47C10.6,1
FBgn0026315,H10D18.6,1
FBgn0026315,C35A5.2,1
FBgn0026315,F29F11.2,1
FBgn0026315,C32C4.7,1
FBgn0026315,F31F4.7,1
FBgn0026315,F10D2.11,1
FBgn0026315,F10D2.7,1
FBgn0026315,F10D2.2,1
FBgn0026315,F10D2.12,1
FBgn0026315,F10D2.8,1
FBgn0026315,F10D2.6,1
FBgn0026315,F09G2.6,1
FBgn0026315,F10D2.5,1
FBgn0026315,T19H12.10,1
FBgn0026315,T19H12.11,1
FBgn0026315,H23N18.3,1
FBgn0026315,H23N18.4,1
FBgn0026315,H23N18.2,1
FBgn0026315,T19H12.1,1
FBgn0026315,H23N18.1,1
FBgn0026315,T19H12.9,1
FBgn0026315,T19H12.12,1
FBgn0026315,ZC455.4,1
FBgn0026315,ZC455.5,1
FBgn0026315,ZC455.6,1
FBgn0026315,C13D9.9,1
FBgn0026315,ZC455.3,1
FBgn0026315,AC3.7,1
FBgn0026315,AC3.8,1
FBgn0026315,C17G1.3,1
FBgn0026315,C33A12.6,1
FBgn0026315,K08B4.4,1
FBgn0026315,K08B4.3,1
FBgn0026315,C08F11.8,1
FBgn0026315,C49A9.8,1
FBgn0040259,C03A7.13,1
FBgn0040259,C03A7.12,1
FBgn0040259,C03A7.11,1
FBgn0040259,F56B3.7,1
FBgn0040259,T25B9.7,1
FBgn0040259,T03D3.1,1
FBgn0040259,AC3.2,1
FBgn0040259,T07C5.1,1
FBgn0040259,B0310.5,1
FBgn0040259,R04B5.9,1
FBgn0040259,C18C4.3,1
FBgn0040259,M88.1,1
FBgn0040259,F39G3.1,1
FBgn0040259,C07A9.6,1
FBgn0040259,R11A8.3,1
FBgn0040259,T04H1.8,1
FBgn0040259,T04H1.7,1
FBgn0040259,Y37E11AR.5,1
FBgn0040259,C44H9.1,1
FBgn0040259,C08B6.1,1
FBgn0040259,ZC443.6,1
FBgn0040259,K04A8.10,1
FBgn0040259,ZC443.5,1
FBgn0040259,F01D4.2,1
FBgn0040259,F01D4.1,1
FBgn0040259,Y49C4A.8,1
FBgn0040259,C10H11.4,1
FBgn0040259,T01G5.2,1
FBgn0040259,Y39G10AR.6,1
FBgn0040259,C23G10.6,1
FBgn0040259,C10H11.5,1
FBgn0040259,C10H11.3,1
FBgn0040259,C55H1.1,1
FBgn0040259,C10H11.6,1
FBgn0040259,F47C10.6,1
FBgn0040259,H10D18.6,1
FBgn0040259,C35A5.2,1
FBgn0040259,F29F11.2,1
FBgn0040259,C32C4.7,1
FBgn0040259,F31F4.7,1
FBgn0040259,F10D2.11,1
FBgn0040259,F10D2.7,1
FBgn0040259,F10D2.2,1
FBgn0040259,F10D2.12,1
FBgn0040259,F10D2.8,1
FBgn0040259,F10D2.6,1
FBgn0040259,F09G2.6,1
FBgn0040259,F10D2.5,1
FBgn0040259,T19H12.10,1
FBgn0040259,T19H12.11,1
FBgn0040259,H23N18.3,1
FBgn0040259,H23N18.4,1
FBgn0040259,H23N18.2,1
FBgn0040259,T19H12.1,1
FBgn0040259,H23N18.1,1
FBgn0040259,T19H12.9,1
FBgn0040259,T19H12.12,1
FBgn0040259,ZC455.4,1
FBgn0040259,ZC455.5,1
FBgn0040259,ZC455.6,1
FBgn0040259,C13D9.9,1
FBgn0040259,ZC455.3,1
FBgn0040259,AC3.7,1
FBgn0040259,AC3.8,1
FBgn0040259,C17G1.3,1
FBgn0040259,C33A12.6,1
FBgn0040259,K08B4.4,1
FBgn0040259,K08B4.3,1
FBgn0040259,C08F11.8,1
FBgn0040259,C49A9.8,1
FBgn0040257,C03A7.13,1
FBgn0040257,C03A7.12,1
FBgn0040257,C03A7.11,1
FBgn0040257,F56B3.7,1
FBgn0040257,T25B9.7,1
FBgn0040257,T03D3.1,1
FBgn0040257,AC3.2,1
FBgn0040257,T07C5.1,1
FBgn0040257,B0310.5,1
FBgn0040257,R04B5.9,1
FBgn0040257,C18C4.3,1
FBgn0040257,M88.1,1
FBgn0040257,F39G3.1,1
FBgn0040257,C07A9.6,1
FBgn0040257,R11A8.3,1
FBgn0040257,T04H1.8,1
FBgn0040257,T04H1.7,1
FBgn0040257,Y37E11AR.5,1
FBgn0040257,C44H9.1,1
FBgn0040257,C08B6.1,1
FBgn0040257,ZC443.6,1
FBgn0040257,K04A8.10,1
FBgn0040257,ZC443.5,1
FBgn0040257,F01D4.2,1
FBgn0040257,F01D4.1,1
FBgn0040257,Y49C4A.8,1
FBgn0040257,C10H11.4,1
FBgn0040257,T01G5.2,1
FBgn0040257,Y39G10AR.6,1
FBgn0040257,C23G10.6,1
FBgn0040257,C10H11.5,1
FBgn0040257,C10H11.3,1
FBgn0040257,C55H1.1,1
FBgn0040257,C10H11.6,1
FBgn0040257,F47C10.6,1
FBgn0040257,H10D18.6,1
FBgn0040257,C35A5.2,1
FBgn0040257,F29F11.2,1
FBgn0040257,C32C4.7,1
FBgn0040257,F31F4.7,1
FBgn0040257,F10D2.11,1
FBgn0040257,F10D2.7,1
FBgn0040257,F10D2.2,1
FBgn0040257,F10D2.12,1
FBgn0040257,F10D2.8,1
FBgn0040257,F10D2.6,1
FBgn0040257,F09G2.6,1
FBgn0040257,F10D2.5,1
FBgn0040257,T19H12.10,1
FBgn0040257,T19H12.11,1
FBgn0040257,H23N18.3,1
FBgn0040257,H23N18.4,1
FBgn0040257,H23N18.2,1
FBgn0040257,T19H12.1,1
FBgn0040257,H23N18.1,1
FBgn0040257,T19H12.9,1
FBgn0040257,T19H12.12,1
FBgn0040257,ZC455.4,1
FBgn0040257,ZC455.5,1
FBgn0040257,ZC455.6,1
FBgn0040257,C13D9.9,1
FBgn0040257,ZC455.3,1
FBgn0040257,AC3.7,1
FBgn0040257,AC3.8,1
FBgn0040257,C17G1.3,1
FBgn0040257,C33A12.6,1
FBgn0040257,K08B4.4,1
FBgn0040257,K08B4.3,1
FBgn0040257,C08F11.8,1
FBgn0040257,C49A9.8,1
FBgn0040251,C03A7.13,1
FBgn0040251,C03A7.12,1
FBgn0040251,C03A7.11,1
FBgn0040251,F56B3.7,1
FBgn0040251,T25B9.7,1
FBgn0040251,T03D3.1,1
FBgn0040251,AC3.2,1
FBgn0040251,T07C5.1,1
FBgn0040251,B0310.5,1
FBgn0040251,R04B5.9,1
FBgn0040251,C18C4.3,1
FBgn0040251,M88.1,1
FBgn0040251,F39G3.1,1
FBgn0040251,C07A9.6,1
FBgn0040251,R11A8.3,1
FBgn0040251,T04H1.8,1
FBgn0040251,T04H1.7,1
FBgn0040251,Y37E11AR.5,1
FBgn0040251,C44H9.1,1
FBgn0040251,C08B6.1,1
FBgn0040251,ZC443.6,1
FBgn0040251,K04A8.10,1
FBgn0040251,ZC443.5,1
FBgn0040251,F01D4.2,1
FBgn0040251,F01D4.1,1
FBgn0040251,Y49C4A.8,1
FBgn0040251,C10H11.4,1
FBgn0040251,T01G5.2,1
FBgn0040251,Y39G10AR.6,1
FBgn0040251,C23G10.6,1
FBgn0040251,C10H11.5,1
FBgn0040251,C10H11.3,1
FBgn0040251,C55H1.1,1
FBgn0040251,C10H11.6,1
FBgn0040251,F47C10.6,1
FBgn0040251,H10D18.6,1
FBgn0040251,C35A5.2,1
FBgn0040251,F29F11.2,1
FBgn0040251,C32C4.7,1
FBgn0040251,F31F4.7,1
FBgn0040251,F10D2.11,1
FBgn0040251,F10D2.7,1
FBgn0040251,F10D2.2,1
FBgn0040251,F10D2.12,1
FBgn0040251,F10D2.8,1
FBgn0040251,F10D2.6,1
FBgn0040251,F09G2.6,1
FBgn0040251,F10D2.5,1
FBgn0040251,T19H12.10,1
FBgn0040251,T19H12.11,1
FBgn0040251,H23N18.3,1
FBgn0040251,H23N18.4,1
FBgn0040251,H23N18.2,1
FBgn0040251,T19H12.1,1
FBgn0040251,H23N18.1,1
FBgn0040251,T19H12.9,1
FBgn0040251,T19H12.12,1
FBgn0040251,ZC455.4,1
FBgn0040251,ZC455.5,1
FBgn0040251,ZC455.6,1
FBgn0040251,C13D9.9,1
FBgn0040251,ZC455.3,1
FBgn0040251,AC3.7,1
FBgn0040251,AC3.8,1
FBgn0040251,C17G1.3,1
FBgn0040251,C33A12.6,1
FBgn0040251,K08B4.4,1
FBgn0040251,K08B4.3,1
FBgn0040251,C08F11.8,1
FBgn0040251,C49A9.8,1
FBgn0027073,C03A7.13,1
FBgn0027073,C03A7.12,1
FBgn0027073,C03A7.11,1
FBgn0027073,F56B3.7,1
FBgn0027073,T25B9.7,1
FBgn0027073,T03D3.1,1
FBgn0027073,AC3.2,1
FBgn0027073,T07C5.1,1
FBgn0027073,B0310.5,1
FBgn0027073,R04B5.9,1
FBgn0027073,C18C4.3,1
FBgn0027073,M88.1,1
FBgn0027073,F39G3.1,1
FBgn0027073,C07A9.6,1
FBgn0027073,R11A8.3,1
FBgn0027073,T04H1.8,1
FBgn0027073,T04H1.7,1
FBgn0027073,Y37E11AR.5,1
FBgn0027073,C44H9.1,1
FBgn0027073,C08B6.1,1
FBgn0027073,ZC443.6,1
FBgn0027073,K04A8.10,1
FBgn0027073,ZC443.5,1
FBgn0027073,F01D4.2,1
FBgn0027073,F01D4.1,1
FBgn0027073,Y49C4A.8,1
FBgn0027073,C10H11.4,1
FBgn0027073,T01G5.2,1
FBgn0027073,Y39G10AR.6,1
FBgn0027073,C23G10.6,1
FBgn0027073,C10H11.5,1
FBgn0027073,C10H11.3,1
FBgn0027073,C55H1.1,1
FBgn0027073,C10H11.6,1
FBgn0027073,F47C10.6,1
FBgn0027073,H10D18.6,1
FBgn0027073,C35A5.2,1
FBgn0027073,F29F11.2,1
FBgn0027073,C32C4.7,1
FBgn0027073,F31F4.7,1
FBgn0027073,F10D2.11,1
FBgn0027073,F10D2.7,1
FBgn0027073,F10D2.2,1
FBgn0027073,F10D2.12,1
FBgn0027073,F10D2.8,1
FBgn0027073,F10D2.6,1
FBgn0027073,F09G2.6,1
FBgn0027073,F10D2.5,1
FBgn0027073,T19H12.10,1
FBgn0027073,T19H12.11,1
FBgn0027073,H23N18.3,1
FBgn0027073,H23N18.4,1
FBgn0027073,H23N18.2,1
FBgn0027073,T19H12.1,1
FBgn0027073,H23N18.1,1
FBgn0027073,T19H12.9,1
FBgn0027073,T19H12.12,1
FBgn0027073,ZC455.4,1
FBgn0027073,ZC455.5,1
FBgn0027073,ZC455.6,1
FBgn0027073,C13D9.9,1
FBgn0027073,ZC455.3,1
FBgn0027073,AC3.7,1
FBgn0027073,AC3.8,1
FBgn0027073,C17G1.3,1
FBgn0027073,C33A12.6,1
FBgn0027073,K08B4.4,1
FBgn0027073,K08B4.3,1
FBgn0027073,C08F11.8,1
FBgn0027073,C49A9.8,1
FBgn0038886,C03A7.13,1
FBgn0038886,C03A7.12,1
FBgn0038886,C03A7.11,1
FBgn0038886,F56B3.7,1
FBgn0038886,T25B9.7,1
FBgn0038886,T03D3.1,1
FBgn0038886,AC3.2,1
FBgn0038886,T07C5.1,1
FBgn0038886,B0310.5,1
FBgn0038886,R04B5.9,1
FBgn0038886,C18C4.3,1
FBgn0038886,M88.1,1
FBgn0038886,F39G3.1,1
FBgn0038886,C07A9.6,1
FBgn0038886,R11A8.3,1
FBgn0038886,T04H1.8,1
FBgn0038886,T04H1.7,1
FBgn0038886,Y37E11AR.5,1
FBgn0038886,C44H9.1,1
FBgn0038886,C08B6.1,1
FBgn0038886,ZC443.6,1
FBgn0038886,K04A8.10,1
FBgn0038886,ZC443.5,1
FBgn0038886,F01D4.2,1
FBgn0038886,F01D4.1,1
FBgn0038886,Y49C4A.8,1
FBgn0038886,C10H11.4,1
FBgn0038886,T01G5.2,1
FBgn0038886,Y39G10AR.6,1
FBgn0038886,C23G10.6,1
FBgn0038886,C10H11.5,1
FBgn0038886,C10H11.3,1
FBgn0038886,C55H1.1,1
FBgn0038886,C10H11.6,1
FBgn0038886,F47C10.6,1
FBgn0038886,H10D18.6,1
FBgn0038886,C35A5.2,1
FBgn0038886,F29F11.2,1
FBgn0038886,C32C4.7,1
FBgn0038886,F31F4.7,1
FBgn0038886,F10D2.11,1
FBgn0038886,F10D2.7,1
FBgn0038886,F10D2.2,1
FBgn0038886,F10D2.12,1
FBgn0038886,F10D2.8,1
FBgn0038886,F10D2.6,1
FBgn0038886,F09G2.6,1
FBgn0038886,F10D2.5,1
FBgn0038886,T19H12.10,1
FBgn0038886,T19H12.11,1
FBgn0038886,H23N18.3,1
FBgn0038886,H23N18.4,1
FBgn0038886,H23N18.2,1
FBgn0038886,T19H12.1,1
FBgn0038886,H23N18.1,1
FBgn0038886,T19H12.9,1
FBgn0038886,T19H12.12,1
FBgn0038886,ZC455.4,1
FBgn0038886,ZC455.5,1
FBgn0038886,ZC455.6,1
FBgn0038886,C13D9.9,1
FBgn0038886,ZC455.3,1
FBgn0038886,AC3.7,1
FBgn0038886,AC3.8,1
FBgn0038886,C17G1.3,1
FBgn0038886,C33A12.6,1
FBgn0038886,K08B4.4,1
FBgn0038886,K08B4.3,1
FBgn0038886,C08F11.8,1
FBgn0038886,C49A9.8,1
FBgn0034605,C03A7.13,1
FBgn0034605,C03A7.12,1
FBgn0034605,C03A7.11,1
FBgn0034605,F56B3.7,1
FBgn0034605,T25B9.7,1
FBgn0034605,T03D3.1,1
FBgn0034605,AC3.2,1
FBgn0034605,T07C5.1,1
FBgn0034605,B0310.5,1
FBgn0034605,R04B5.9,1
FBgn0034605,C18C4.3,1
FBgn0034605,M88.1,1
FBgn0034605,F39G3.1,1
FBgn0034605,C07A9.6,1
FBgn0034605,R11A8.3,1
FBgn0034605,T04H1.8,1
FBgn0034605,T04H1.7,1
FBgn0034605,Y37E11AR.5,1
FBgn0034605,C44H9.1,1
FBgn0034605,C08B6.1,1
FBgn0034605,ZC443.6,1
FBgn0034605,K04A8.10,1
FBgn0034605,ZC443.5,1
FBgn0034605,F01D4.2,1
FBgn0034605,F01D4.1,1
FBgn0034605,Y49C4A.8,1
FBgn0034605,C10H11.4,1
FBgn0034605,T01G5.2,1
FBgn0034605,Y39G10AR.6,1
FBgn0034605,C23G10.6,1
FBgn0034605,C10H11.5,1
FBgn0034605,C10H11.3,1
FBgn0034605,C55H1.1,1
FBgn0034605,C10H11.6,1
FBgn0034605,F47C10.6,1
FBgn0034605,H10D18.6,1
FBgn0034605,C35A5.2,1
FBgn0034605,F29F11.2,1
FBgn0034605,C32C4.7,1
FBgn0034605,F31F4.7,1
FBgn0034605,F10D2.11,1
FBgn0034605,F10D2.7,1
FBgn0034605,F10D2.2,1
FBgn0034605,F10D2.12,1
FBgn0034605,F10D2.8,1
FBgn0034605,F10D2.6,1
FBgn0034605,F09G2.6,1
FBgn0034605,F10D2.5,1
FBgn0034605,T19H12.10,1
FBgn0034605,T19H12.11,1
FBgn0034605,H23N18.3,1
FBgn0034605,H23N18.4,1
FBgn0034605,H23N18.2,1
FBgn0034605,T19H12.1,1
FBgn0034605,H23N18.1,1
FBgn0034605,T19H12.9,1
FBgn0034605,T19H12.12,1
FBgn0034605,ZC455.4,1
FBgn0034605,ZC455.5,1
FBgn0034605,ZC455.6,1
FBgn0034605,C13D9.9,1
FBgn0034605,ZC455.3,1
FBgn0034605,AC3.7,1
FBgn0034605,AC3.8,1
FBgn0034605,C17G1.3,1
FBgn0034605,C33A12.6,1
FBgn0034605,K08B4.4,1
FBgn0034605,K08B4.3,1
FBgn0034605,C08F11.8,1
FBgn0034605,C49A9.8,1
FBgn0032684,C03A7.13,1
FBgn0032684,C03A7.12,1
FBgn0032684,C03A7.11,1
FBgn0032684,F56B3.7,1
FBgn0032684,T25B9.7,1
FBgn0032684,T03D3.1,1
FBgn0032684,AC3.2,1
FBgn0032684,T07C5.1,1
FBgn0032684,B0310.5,1
FBgn0032684,R04B5.9,1
FBgn0032684,C18C4.3,1
FBgn0032684,M88.1,1
FBgn0032684,F39G3.1,1
FBgn0032684,C07A9.6,1
FBgn0032684,R11A8.3,1
FBgn0032684,T04H1.8,1
FBgn0032684,T04H1.7,1
FBgn0032684,Y37E11AR.5,1
FBgn0032684,C44H9.1,1
FBgn0032684,C08B6.1,1
FBgn0032684,ZC443.6,1
FBgn0032684,K04A8.10,1
FBgn0032684,ZC443.5,1
FBgn0032684,F01D4.2,1
FBgn0032684,F01D4.1,1
FBgn0032684,Y49C4A.8,1
FBgn0032684,C10H11.4,1
FBgn0032684,T01G5.2,1
FBgn0032684,Y39G10AR.6,1
FBgn0032684,C23G10.6,1
FBgn0032684,C10H11.5,1
FBgn0032684,C10H11.3,1
FBgn0032684,C55H1.1,1
FBgn0032684,C10H11.6,1
FBgn0032684,F47C10.6,1
FBgn0032684,H10D18.6,1
FBgn0032684,C35A5.2,1
FBgn0032684,F29F11.2,1
FBgn0032684,C32C4.7,1
FBgn0032684,F31F4.7,1
FBgn0032684,F10D2.11,1
FBgn0032684,F10D2.7,1
FBgn0032684,F10D2.2,1
FBgn0032684,F10D2.12,1
FBgn0032684,F10D2.8,1
FBgn0032684,F10D2.6,1
FBgn0032684,F09G2.6,1
FBgn0032684,F10D2.5,1
FBgn0032684,T19H12.10,1
FBgn0032684,T19H12.11,1
FBgn0032684,H23N18.3,1
FBgn0032684,H23N18.4,1
FBgn0032684,H23N18.2,1
FBgn0032684,T19H12.1,1
FBgn0032684,H23N18.1,1
FBgn0032684,T19H12.9,1
FBgn0032684,T19H12.12,1
FBgn0032684,ZC455.4,1
FBgn0032684,ZC455.5,1
FBgn0032684,ZC455.6,1
FBgn0032684,C13D9.9,1
FBgn0032684,ZC455.3,1
FBgn0032684,AC3.7,1
FBgn0032684,AC3.8,1
FBgn0032684,C17G1.3,1
FBgn0032684,C33A12.6,1
FBgn0032684,K08B4.4,1
FBgn0032684,K08B4.3,1
FBgn0032684,C08F11.8,1
FBgn0032684,C49A9.8,1
FBgn0040091,C03A7.13,1
FBgn0040091,C03A7.12,1
FBgn0040091,C03A7.11,1
FBgn0040091,F56B3.7,1
FBgn0040091,T25B9.7,1
FBgn0040091,T03D3.1,1
FBgn0040091,AC3.2,1
FBgn0040091,T07C5.1,1
FBgn0040091,B0310.5,1
FBgn0040091,R04B5.9,1
FBgn0040091,C18C4.3,1
FBgn0040091,M88.1,1
FBgn0040091,F39G3.1,1
FBgn0040091,C07A9.6,1
FBgn0040091,R11A8.3,1
FBgn0040091,T04H1.8,1
FBgn0040091,T04H1.7,1
FBgn0040091,Y37E11AR.5,1
FBgn0040091,C44H9.1,1
FBgn0040091,C08B6.1,1
FBgn0040091,ZC443.6,1
FBgn0040091,K04A8.10,1
FBgn0040091,ZC443.5,1
FBgn0040091,F01D4.2,1
FBgn0040091,F01D4.1,1
FBgn0040091,Y49C4A.8,1
FBgn0040091,C10H11.4,1
FBgn0040091,T01G5.2,1
FBgn0040091,Y39G10AR.6,1
FBgn0040091,C23G10.6,1
FBgn0040091,C10H11.5,1
FBgn0040091,C10H11.3,1
FBgn0040091,C55H1.1,1
FBgn0040091,C10H11.6,1
FBgn0040091,F47C10.6,1
FBgn0040091,H10D18.6,1
FBgn0040091,C35A5.2,1
FBgn0040091,F29F11.2,1
FBgn0040091,C32C4.7,1
FBgn0040091,F31F4.7,1
FBgn0040091,F10D2.11,1
FBgn0040091,F10D2.7,1
FBgn0040091,F10D2.2,1
FBgn0040091,F10D2.12,1
FBgn0040091,F10D2.8,1
FBgn0040091,F10D2.6,1
FBgn0040091,F09G2.6,1
FBgn0040091,F10D2.5,1
FBgn0040091,T19H12.10,1
FBgn0040091,T19H12.11,1
FBgn0040091,H23N18.3,1
FBgn0040091,H23N18.4,1
FBgn0040091,H23N18.2,1
FBgn0040091,T19H12.1,1
FBgn0040091,H23N18.1,1
FBgn0040091,T19H12.9,1
FBgn0040091,T19H12.12,1
FBgn0040091,ZC455.4,1
FBgn0040091,ZC455.5,1
FBgn0040091,ZC455.6,1
FBgn0040091,C13D9.9,1
FBgn0040091,ZC455.3,1
FBgn0040091,AC3.7,1
FBgn0040091,AC3.8,1
FBgn0040091,C17G1.3,1
FBgn0040091,C33A12.6,1
FBgn0040091,K08B4.4,1
FBgn0040091,K08B4.3,1
FBgn0040091,C08F11.8,1
FBgn0040091,C49A9.8,1
FBgn0036842,C03A7.13,1
FBgn0036842,C03A7.12,1
FBgn0036842,C03A7.11,1
FBgn0036842,F56B3.7,1
FBgn0036842,T25B9.7,1
FBgn0036842,T03D3.1,1
FBgn0036842,AC3.2,1
FBgn0036842,T07C5.1,1
FBgn0036842,B0310.5,1
FBgn0036842,R04B5.9,1
FBgn0036842,C18C4.3,1
FBgn0036842,M88.1,1
FBgn0036842,F39G3.1,1
FBgn0036842,C07A9.6,1
FBgn0036842,R11A8.3,1
FBgn0036842,T04H1.8,1
FBgn0036842,T04H1.7,1
FBgn0036842,Y37E11AR.5,1
FBgn0036842,C44H9.1,1
FBgn0036842,C08B6.1,1
FBgn0036842,ZC443.6,1
FBgn0036842,K04A8.10,1
FBgn0036842,ZC443.5,1
FBgn0036842,F01D4.2,1
FBgn0036842,F01D4.1,1
FBgn0036842,Y49C4A.8,1
FBgn0036842,C10H11.4,1
FBgn0036842,T01G5.2,1
FBgn0036842,Y39G10AR.6,1
FBgn0036842,C23G10.6,1
FBgn0036842,C10H11.5,1
FBgn0036842,C10H11.3,1
FBgn0036842,C55H1.1,1
FBgn0036842,C10H11.6,1
FBgn0036842,F47C10.6,1
FBgn0036842,H10D18.6,1
FBgn0036842,C35A5.2,1
FBgn0036842,F29F11.2,1
FBgn0036842,C32C4.7,1
FBgn0036842,F31F4.7,1
FBgn0036842,F10D2.11,1
FBgn0036842,F10D2.7,1
FBgn0036842,F10D2.2,1
FBgn0036842,F10D2.12,1
FBgn0036842,F10D2.8,1
FBgn0036842,F10D2.6,1
FBgn0036842,F09G2.6,1
FBgn0036842,F10D2.5,1
FBgn0036842,T19H12.10,1
FBgn0036842,T19H12.11,1
FBgn0036842,H23N18.3,1
FBgn0036842,H23N18.4,1
FBgn0036842,H23N18.2,1
FBgn0036842,T19H12.1,1
FBgn0036842,H23N18.1,1
FBgn0036842,T19H12.9,1
FBgn0036842,T19H12.12,1
FBgn0036842,ZC455.4,1
FBgn0036842,ZC455.5,1
FBgn0036842,ZC455.6,1
FBgn0036842,C13D9.9,1
FBgn0036842,ZC455.3,1
FBgn0036842,AC3.7,1
FBgn0036842,AC3.8,1
FBgn0036842,C17G1.3,1
